flight_number,scheduled_departure_date_local,load_factor,special_service_requests,departure_delay_minutes
118,2025-08-12,0.0057,0,229
1403,2025-08-14,0.0079,0,21
2154,2025-08-06,0.0056,0,130
4638,2025-08-15,0.0132,0,26
2672,2025-08-11,0.0079,0,-1
445,2025-08-13,0.0056,0,10
576,2025-08-11,0.0050,0,1
4425,2025-08-05,0.0200,0,-7
622,2025-08-09,0.0027,0,-3
224,2025-08-07,0.0060,0,24
1620,2025-08-15,0.0050,0,10
2865,2025-08-13,0.0241,0,14
4588,2025-08-09,0.0200,0,-2
881,2025-08-02,0.0031,0,0
1477,2025-08-04,0.0056,0,-2
399,2025-08-02,0.0060,0,-7
1617,2025-08-04,0.0120,0,-2
490,2025-08-05,0.0079,0,-5
4552,2025-08-01,0.0200,0,6
5841,2025-08-10,0.0286,0,37
2278,2025-08-05,0.0050,0,-3
587,2025-08-07,0.0060,0,3
604,2025-08-10,0.0067,0,-6
4563,2025-08-06,0.0200,0,-3
980,2025-08-08,0.0041,0,-3
4184,2025-08-11,0.0200,0,-4
3523,2025-08-13,0.0132,0,64
219,2025-08-10,0.0031,0,32
752,2025-08-10,0.0067,0,15
4517,2025-08-14,0.0200,0,-7
5229,2025-08-03,0.0132,0,33
4748,2025-08-10,0.0200,0,3
1946,2025-08-07,0.0060,0,26
5122,2025-08-11,0.0200,0,-1
481,2025-08-04,0.0079,0,22
604,2025-08-10,0.0067,0,-6
2251,2025-08-03,0.0079,0,2
1129,2025-08-11,0.0181,0,-3
1693,2025-08-03,0.0133,0,-5
1270,2025-08-08,0.0056,0,-2
5821,2025-08-13,0.0600,0,-4
5821,2025-08-13,0.0600,0,-4
576,2025-08-09,0.0050,0,6
5392,2025-08-11,0.0132,0,9
1803,2025-08-01,0.0050,0,-2
3638,2025-08-12,0.0132,0,-6
2189,2025-08-05,0.0120,0,40
2385,2025-08-07,0.0060,0,-11
2177,2025-08-08,0.0067,0,141
2059,2025-08-03,0.0056,0,0
1878,2025-08-11,0.0050,0,4
224,2025-08-10,0.0112,0,4
1209,2025-08-08,0.0112,0,2
2333,2025-08-01,0.0112,0,-3
3641,2025-08-14,0.0132,0,1
2618,2025-08-10,0.0067,0,1
2004,2025-08-04,0.0333,0,6
2004,2025-08-04,0.0333,0,6
1941,2025-08-10,0.0067,0,55
1135,2025-08-02,0.0060,0,-7
534,2025-08-08,0.0050,0,79
307,2025-08-11,0.0079,0,-9
3523,2025-08-14,0.0132,2,-2
3464,2025-08-15,0.0132,0,16
5729,2025-08-07,0.0600,0,-8
490,2025-08-15,0.0238,0,-1
5272,2025-08-01,0.0200,0,130
307,2025-08-15,0.0079,0,-6
1741,2025-08-07,0.0159,0,-3
1741,2025-08-07,0.0159,0,-3
4588,2025-08-09,0.0400,0,-2
4588,2025-08-09,0.0400,0,-2
1239,2025-08-14,0.0067,0,57
1657,2025-08-14,0.0060,0,-5
5901,2025-08-03,0.0143,0,23
1413,2025-08-12,0.0060,0,-7
4504,2025-08-10,0.0200,0,-10
1594,2025-08-07,0.0159,0,13
881,2025-08-02,0.0031,0,0
881,2025-08-09,0.0031,0,0
881,2025-08-09,0.0031,0,0
881,2025-08-09,0.0031,0,0
2494,2025-08-04,0.0056,0,-1
1209,2025-08-04,0.0056,0,70
1776,2025-08-05,0.0060,0,-2
1010,2025-08-11,0.0067,0,-7
5643,2025-08-15,0.0200,0,20
1967,2025-08-06,0.0056,0,257
604,2025-08-10,0.0067,0,-6
1761,2025-08-13,0.0079,0,17
1803,2025-08-03,0.0050,0,-9
929,2025-08-15,0.0060,0,-3
2440,2025-08-04,0.0112,0,37
2666,2025-08-13,0.0100,0,-6
602,2025-08-01,0.0223,2,20
602,2025-08-01,0.0223,2,20
2481,2025-08-14,0.0067,0,9
3402,2025-08-14,0.0132,0,-2
5695,2025-08-04,0.0143,0,5
118,2025-08-12,0.0057,0,229
972,2025-08-15,0.0063,0,23
2280,2025-08-06,0.0100,0,-4
1580,2025-08-06,0.0060,0,237
5344,2025-08-08,0.0200,0,9
2172,2025-08-03,0.0060,0,3
1815,2025-08-08,0.0067,0,27
481,2025-08-04,0.0079,0,22
1923,2025-08-06,0.0317,0,304
1923,2025-08-06,0.0317,0,304
664,2025-08-05,0.0060,0,4
4504,2025-08-10,0.0200,0,-10
907,2025-08-12,0.0094,0,127
2225,2025-08-05,0.0056,0,-5
2414,2025-08-04,0.0060,0,-2
5398,2025-08-01,0.0132,0,-2
359,2025-08-14,0.0133,0,-4
2465,2025-08-10,0.0181,0,-5
2465,2025-08-10,0.0181,0,-5
5915,2025-08-15,0.0400,0,26
1041,2025-08-11,0.0060,0,-3
5398,2025-08-06,0.0132,0,68
1069,2025-08-15,0.0079,0,128
467,2025-08-05,0.0060,0,-3
5230,2025-08-05,0.0200,0,-6
5532,2025-08-01,0.0143,0,-8
1361,2025-08-05,0.0079,0,0
3603,2025-08-01,0.0132,0,2
1381,2025-08-04,0.0067,0,-6
2155,2025-08-08,0.0043,0,175
5601,2025-08-01,0.0200,0,3
786,2025-08-07,0.0067,0,-2
1634,2025-08-03,0.0056,0,2
5538,2025-08-06,0.0800,1,35
5538,2025-08-06,0.0800,1,35
4390,2025-08-11,0.0200,0,-8
2207,2025-08-15,0.0120,0,6
2394,2025-08-11,0.0043,0,1
1878,2025-08-15,0.0050,0,-2
1124,2025-08-04,0.0056,0,167
2609,2025-08-15,0.0079,0,-3
2440,2025-08-10,0.0056,0,-1
2137,2025-08-11,0.0060,0,-4
664,2025-08-11,0.0112,0,-7
664,2025-08-11,0.0112,0,-7
2290,2025-08-12,0.0079,0,30
1660,2025-08-04,0.0128,0,77
1660,2025-08-04,0.0128,0,77
1658,2025-08-05,0.0112,0,-8
3604,2025-08-05,0.0395,0,-7
6002,2025-08-09,0.0143,0,66
2361,2025-08-01,0.0128,0,-2
2361,2025-08-01,0.0128,0,-2
2154,2025-08-06,0.0056,0,130
602,2025-08-06,0.0056,0,179
2862,2025-08-06,0.0056,0,4
1803,2025-08-12,0.0050,0,-1
1448,2025-08-04,0.0079,0,-5
467,2025-08-07,0.0079,0,15
2155,2025-08-07,0.0043,0,83
3699,2025-08-02,0.0526,0,89
3699,2025-08-02,0.0526,0,89
3699,2025-08-02,0.0526,0,89
1989,2025-08-07,0.0056,0,29
4452,2025-08-05,0.0200,0,-9
580,2025-08-08,0.0056,0,0
1477,2025-08-04,0.0056,0,-2
1363,2025-08-05,0.0050,0,12
307,2025-08-05,0.0079,0,-5
1006,2025-08-13,0.0060,0,207
622,2025-08-06,0.0027,0,-4
5131,2025-08-15,0.0200,0,4
664,2025-08-05,0.0060,0,4
2378,2025-08-04,0.0050,0,-5
2497,2025-08-02,0.0079,0,-1
2666,2025-08-14,0.0050,0,-8
758,2025-08-14,0.0056,0,-1
763,2025-08-04,0.0060,0,-5
1100,2025-08-10,0.0056,0,-8
1583,2025-08-08,0.0133,0,-6
622,2025-08-04,0.0027,0,-2
3498,2025-08-05,0.0132,0,-6
1269,2025-08-15,0.0056,0,3
907,2025-08-06,0.0031,0,133
5470,2025-08-05,0.0132,0,-7
2616,2025-08-12,0.0060,0,-2
4638,2025-08-02,0.0263,0,0
4406,2025-08-10,0.0200,0,53
2465,2025-08-08,0.0056,0,-1
467,2025-08-10,0.0067,0,82
356,2025-08-01,0.0159,0,9
2424,2025-08-13,0.0056,0,5
481,2025-08-13,0.0079,0,151
622,2025-08-06,0.0027,0,-4
1492,2025-08-04,0.0060,0,39
2337,2025-08-07,0.0223,0,15
2337,2025-08-07,0.0223,0,15
1215,2025-08-01,0.0060,0,-1
247,2025-08-06,0.0067,0,-7
695,2025-08-01,0.0112,0,13
1301,2025-08-04,0.0079,0,0
503,2025-08-07,0.0043,0,10
3641,2025-08-13,0.0132,0,0
1974,2025-08-09,0.0159,0,2
275,2025-08-02,0.0133,0,14
1044,2025-08-10,0.0043,0,6
1097,2025-08-12,0.0060,0,-7
533,2025-08-05,0.0067,0,88
1617,2025-08-10,0.0079,0,76
1304,2025-08-08,0.0056,0,2
5234,2025-08-10,0.0200,0,42
1842,2025-08-01,0.0050,0,24
1842,2025-08-01,0.0050,0,24
1381,2025-08-04,0.0067,0,-6
576,2025-08-02,0.0050,0,14
2154,2025-08-06,0.0056,1,130
5699,2025-08-08,0.0132,4,20
490,2025-08-11,0.0056,0,-3
1761,2025-08-01,0.0079,0,71
1314,2025-08-13,0.0050,0,-1
758,2025-08-08,0.0056,0,158
2099,2025-08-09,0.0056,0,-6
4574,2025-08-07,0.0400,0,-4
1848,2025-08-11,0.0079,0,26
380,2025-08-05,0.0060,0,19
1761,2025-08-13,0.0079,0,17
1347,2025-08-15,0.0060,0,95
4391,2025-08-02,0.0400,0,2
4188,2025-08-08,0.0600,0,-2
4188,2025-08-08,0.0600,0,-2
2657,2025-08-06,0.0056,0,-3
1612,2025-08-02,0.0079,0,-3
5988,2025-08-04,0.0132,0,-2
881,2025-08-02,0.0031,0,0
2665,2025-08-04,0.0056,0,51
1859,2025-08-09,0.0159,0,-7
5395,2025-08-07,0.0143,0,-7
1660,2025-08-13,0.0043,0,-4
5360,2025-08-11,0.0200,0,3
2189,2025-08-10,0.0241,0,-2
2189,2025-08-10,0.0241,0,-2
1742,2025-08-07,0.0060,0,40
2658,2025-08-06,0.0067,0,-5
1842,2025-08-11,0.0050,0,2
1620,2025-08-05,0.0050,0,-4
2440,2025-08-06,0.0056,0,-6
2657,2025-08-10,0.0056,0,-10
2189,2025-08-08,0.0060,0,-4
1324,2025-08-08,0.0050,0,4
1878,2025-08-05,0.0050,0,58
1387,2025-08-10,0.0082,0,62
1387,2025-08-10,0.0082,0,62
1361,2025-08-08,0.0060,0,55
1306,2025-08-07,0.0056,0,24
503,2025-08-01,0.0043,0,2
4461,2025-08-14,0.0200,0,-5
1710,2025-08-06,0.0060,0,235
3718,2025-08-11,0.0132,0,-9
2652,2025-08-01,0.0060,0,20
4792,2025-08-02,0.0132,0,-1
3402,2025-08-13,0.0132,0,-5
5847,2025-08-15,0.0132,0,13
3604,2025-08-09,0.0132,0,1
2394,2025-08-02,0.0043,0,36
2378,2025-08-06,0.0050,0,137
793,2025-08-15,0.0067,0,79
3694,2025-08-05,0.0263,0,-6
2440,2025-08-01,0.0168,0,9
2440,2025-08-01,0.0168,0,9
4791,2025-08-05,0.0200,0,6
1848,2025-08-10,0.0079,0,17
793,2025-08-04,0.0079,0,-2
5810,2025-08-14,0.0200,0,3
1617,2025-08-04,0.0060,0,-2
1477,2025-08-04,0.0168,0,-2
2182,2025-08-10,0.0067,0,-3
1124,2025-08-03,0.0112,0,212
2440,2025-08-04,0.0112,0,37
5021,2025-08-10,0.0200,0,134
4476,2025-08-10,0.0200,0,75
1297,2025-08-03,0.0079,0,19
3464,2025-08-15,0.0132,0,16
695,2025-08-01,0.0223,0,13
1324,2025-08-06,0.0050,0,148
2481,2025-08-14,0.0133,0,9
953,2025-08-13,0.0041,0,19
1975,2025-08-14,0.0079,0,-1
1564,2025-08-06,0.0060,0,291
3542,2025-08-07,0.0132,0,12
288,2025-08-14,0.0057,0,21
1239,2025-08-02,0.0200,0,-2
1239,2025-08-02,0.0200,0,-2
1239,2025-08-02,0.0200,0,-2
3601,2025-08-10,0.0789,0,-2
3601,2025-08-10,0.0789,0,-2
2378,2025-08-04,0.0150,0,-5
2378,2025-08-04,0.0150,0,-5
2039,2025-08-11,0.0100,0,-2
1657,2025-08-10,0.0181,0,2
247,2025-08-11,0.0133,0,0
247,2025-08-11,0.0133,0,0
276,2025-08-12,0.0050,0,30
2155,2025-08-07,0.0128,0,83
2329,2025-08-04,0.0079,0,-3
2361,2025-08-01,0.0128,0,-2
2361,2025-08-01,0.0128,0,-2
1252,2025-08-07,0.0079,0,-7
467,2025-08-10,0.0067,0,82
5946,2025-08-10,0.0143,0,53
3635,2025-08-03,0.0132,0,3
777,2025-08-05,0.0168,0,-1
622,2025-08-04,0.0027,0,-2
4563,2025-08-03,0.0400,0,-7
1815,2025-08-14,0.0067,0,78
3409,2025-08-02,0.0132,2,-1
5568,2025-08-05,0.0400,0,-8
5568,2025-08-05,0.0400,0,-8
3568,2025-08-01,0.0132,0,102
1044,2025-08-12,0.0043,0,-5
2618,2025-08-06,0.0067,0,-1
5624,2025-08-13,0.0132,0,3
2494,2025-08-09,0.0056,0,41
2113,2025-08-02,0.0056,0,0
1270,2025-08-11,0.0056,0,-1
2251,2025-08-03,0.0079,0,2
1905,2025-08-10,0.0067,0,1
3535,2025-08-12,0.0132,0,-10
1448,2025-08-01,0.0079,0,-2
5398,2025-08-14,0.0132,0,-2
359,2025-08-04,0.0067,0,-2
4590,2025-08-09,0.0200,0,-7
600,2025-08-04,0.0056,0,20
1594,2025-08-11,0.0079,0,-4
4184,2025-08-11,0.0200,0,-4
2862,2025-08-09,0.0056,0,-2
2179,2025-08-05,0.0043,4,-1
622,2025-08-15,0.0027,0,4
224,2025-08-07,0.0060,0,24
4558,2025-08-13,0.0200,0,-5
5948,2025-08-15,0.0132,0,6
2378,2025-08-04,0.0100,0,-5
4518,2025-08-05,0.0200,0,4
2106,2025-08-07,0.0150,0,28
2440,2025-08-04,0.0056,0,37
1803,2025-08-05,0.0050,0,-4
592,2025-08-02,0.0079,0,19
1178,2025-08-01,0.0056,0,4
1347,2025-08-01,0.0241,0,11
1347,2025-08-01,0.0241,0,11
1710,2025-08-01,0.0120,0,20
1252,2025-08-10,0.0079,0,0
2195,2025-08-05,0.0181,0,-8
2195,2025-08-05,0.0181,0,-8
3440,2025-08-11,0.0132,0,-3
5608,2025-08-04,0.0200,0,-5
467,2025-08-10,0.0067,0,82
2154,2025-08-14,0.0056,0,30
2155,2025-08-06,0.0050,0,327
1811,2025-08-08,0.0060,0,-4
2243,2025-08-10,0.0067,0,24
2427,2025-08-01,0.0181,0,8
2494,2025-08-09,0.0056,0,41
909,2025-08-02,0.0041,0,23
1659,2025-08-15,0.0056,0,5
609,2025-08-11,0.0056,0,34
1044,2025-08-04,0.0043,0,83
5593,2025-08-04,0.0132,0,-1
3614,2025-08-05,0.0143,2,-3
1082,2025-08-12,0.0067,0,-1
2497,2025-08-10,0.0159,0,45
5314,2025-08-09,0.0200,0,25
291,2025-08-02,0.0079,0,-2
5437,2025-08-04,0.0200,0,-5
286,2025-08-04,0.0056,0,-8
1756,2025-08-14,0.0060,0,72
561,2025-08-08,0.0079,0,-2
793,2025-08-01,0.0079,0,6
1830,2025-08-08,0.0067,8,-1
5859,2025-08-10,0.0132,0,36
1872,2025-08-03,0.0067,0,-1
1403,2025-08-09,0.0050,0,11
1297,2025-08-10,0.0159,0,4
2465,2025-08-12,0.0056,0,-6
1270,2025-08-10,0.0056,0,6
1270,2025-08-10,0.0056,0,0
1785,2025-08-14,0.0056,0,93
1617,2025-08-11,0.0060,0,6
1641,2025-08-04,0.0060,0,64
4416,2025-08-06,0.0200,0,2
2154,2025-08-02,0.0056,0,31
1398,2025-08-14,0.0060,0,-3
1967,2025-08-14,0.0056,0,3
4390,2025-08-11,0.0200,0,-8
1830,2025-08-08,0.0067,0,-1
2278,2025-08-04,0.0050,0,-1
622,2025-08-06,0.0027,0,-4
445,2025-08-13,0.0056,0,10
5094,2025-08-13,0.0200,0,27
3402,2025-08-13,0.0132,0,-5
708,2025-08-04,0.0079,0,-1
5593,2025-08-06,0.0132,0,54
2483,2025-08-08,0.0112,0,4
563,2025-08-01,0.0050,0,-9
987,2025-08-05,0.0063,0,36
2154,2025-08-05,0.0335,0,8
2154,2025-08-05,0.0335,0,8
481,2025-08-11,0.0079,0,25
1620,2025-08-15,0.0050,0,10
2417,2025-08-13,0.0056,0,9
1335,2025-08-06,0.0168,0,127
1335,2025-08-06,0.0168,0,127
1335,2025-08-06,0.0168,0,127
5731,2025-08-05,0.0132,0,-5
467,2025-08-04,0.0060,0,-6
5118,2025-08-15,0.0200,0,13
3520,2025-08-01,0.0263,0,17
563,2025-08-01,0.0200,0,-9
1803,2025-08-03,0.0050,0,-9
1778,2025-08-15,0.0079,0,-3
2207,2025-08-04,0.0079,0,63
1815,2025-08-09,0.0067,0,0
1620,2025-08-05,0.0050,0,-4
1660,2025-08-05,0.0043,0,-2
912,2025-08-04,0.0057,0,43
622,2025-08-15,0.0027,0,4
1658,2025-08-15,0.0056,0,-7
1967,2025-08-07,0.0050,0,123
1531,2025-08-13,0.0159,2,7
2665,2025-08-04,0.0056,0,51
3604,2025-08-05,0.0132,0,-7
4474,2025-08-04,0.0200,0,-3
291,2025-08-08,0.0067,0,45
845,2025-08-02,0.0031,2,60
2333,2025-08-15,0.0056,0,-5
312,2025-08-15,0.0079,0,7
622,2025-08-01,0.0027,0,0
490,2025-08-05,0.0159,0,-5
2280,2025-08-05,0.0050,0,-8
929,2025-08-05,0.0120,0,18
3628,2025-08-01,0.0132,0,9
5699,2025-08-07,0.0132,0,65
2609,2025-08-15,0.0079,0,-3
777,2025-08-15,0.0056,0,5
4790,2025-08-01,0.0200,0,-4
972,2025-08-02,0.0031,0,6
1815,2025-08-06,0.0079,0,-5
1612,2025-08-02,0.0079,0,-3
1252,2025-08-10,0.0079,0,0
972,2025-08-15,0.0031,0,23
1778,2025-08-06,0.0060,0,-7
219,2025-08-10,0.0031,0,32
1135,2025-08-09,0.0060,0,-1
2618,2025-08-14,0.0067,0,25
1803,2025-08-12,0.0050,0,-1
4518,2025-08-06,0.1000,0,-4
4518,2025-08-06,0.1000,0,-4
1660,2025-08-13,0.0043,0,-4
1785,2025-08-14,0.0056,0,93
5538,2025-08-08,0.0200,0,107
5382,2025-08-11,0.0200,0,1000
5094,2025-08-14,0.0200,0,7
2497,2025-08-02,0.0079,0,-1
2176,2025-08-02,0.0120,0,-9
2243,2025-08-07,0.0067,0,0
729,2025-08-11,0.0067,0,0
5398,2025-08-14,0.0132,0,-2
953,2025-08-08,0.0041,0,6
2133,2025-08-12,0.0057,0,456
5309,2025-08-03,0.0200,0,2
4554,2025-08-05,0.0200,0,-4
2483,2025-08-08,0.0056,0,4
4186,2025-08-02,0.0400,0,178
5229,2025-08-06,0.0395,0,-2
2378,2025-08-12,0.0050,0,67
2666,2025-08-03,0.0050,0,-5
2394,2025-08-11,0.0043,0,1
764,2025-08-01,0.0317,0,-5
764,2025-08-01,0.0317,0,-5
4791,2025-08-10,0.0400,0,-1
2323,2025-08-11,0.0050,0,31
1778,2025-08-08,0.0079,3,-1
2378,2025-08-04,0.0100,0,-5
3571,2025-08-13,0.0132,0,-4
5490,2025-08-09,0.0286,2,26
1660,2025-08-05,0.0043,0,-2
2658,2025-08-04,0.0133,0,0
445,2025-08-03,0.0056,0,0
1010,2025-08-11,0.0067,0,-7
611,2025-08-06,0.0128,0,21
3708,2025-08-10,0.0132,0,-1
909,2025-08-02,0.0165,0,23
1599,2025-08-08,0.0027,0,-5
3685,2025-08-01,0.0132,0,-4
2172,2025-08-03,0.0120,0,3
1693,2025-08-06,0.0067,0,27
1044,2025-08-11,0.0043,0,7
793,2025-08-07,0.0079,0,12
660,2025-08-14,0.0150,0,14
660,2025-08-14,0.0150,0,14
1584,2025-08-15,0.0050,2,-1
1525,2025-08-07,0.0067,0,2
1328,2025-08-14,0.0050,0,12
5272,2025-08-04,0.0400,0,-6
312,2025-08-07,0.0079,0,5
1710,2025-08-03,0.0060,0,37
1006,2025-08-10,0.0060,7,31
2629,2025-08-05,0.0056,0,-2
2343,2025-08-02,0.0056,0,1
3451,2025-08-08,0.0132,0,-1
5795,2025-08-07,0.0132,0,-7
3628,2025-08-15,0.0143,0,0
2006,2025-08-13,0.0060,0,2
1830,2025-08-08,0.0067,0,-1
224,2025-08-12,0.0120,0,0
2075,2025-08-11,0.0060,0,12
490,2025-08-15,0.0079,0,-1
3655,2025-08-05,0.0132,0,-4
286,2025-08-12,0.0056,0,-5
3668,2025-08-09,0.0132,0,0
929,2025-08-05,0.0060,0,18
5652,2025-08-07,0.0132,0,133
980,2025-08-14,0.0082,0,3
561,2025-08-15,0.0079,0,78
609,2025-08-11,0.0056,0,34
467,2025-08-07,0.0079,0,15
2179,2025-08-05,0.0043,0,-1
5020,2025-08-01,0.0200,0,-9
307,2025-08-05,0.0079,0,-5
2039,2025-08-08,0.0050,0,9
2333,2025-08-15,0.0056,0,-5
2232,2025-08-11,0.0060,0,16
1857,2025-08-12,0.0120,0,3
1815,2025-08-14,0.0067,0,78
2414,2025-08-15,0.0060,0,-4
5948,2025-08-01,0.0132,0,6
1477,2025-08-04,0.0056,0,-2
467,2025-08-05,0.0060,0,-3
2657,2025-08-08,0.0112,0,-4
343,2025-08-07,0.0100,0,3
343,2025-08-07,0.0100,0,3
2378,2025-08-06,0.0050,0,137
3603,2025-08-07,0.0132,0,-3
600,2025-08-01,0.0056,0,15
1347,2025-08-15,0.0060,0,95
4452,2025-08-04,0.0200,0,-9
2137,2025-08-11,0.0060,0,-4
5948,2025-08-10,0.0132,0,64
1657,2025-08-14,0.0060,0,-5
2254,2025-08-01,0.0050,0,-6
2148,2025-08-09,0.0067,0,18
1306,2025-08-13,0.0168,0,-4
1306,2025-08-13,0.0168,0,-4
1224,2025-08-11,0.0112,0,-4
288,2025-08-15,0.0057,0,40
4481,2025-08-12,0.0800,0,-4
2138,2025-08-15,0.0060,0,5
1989,2025-08-09,0.0112,0,0
2179,2025-08-14,0.0043,0,8
4389,2025-08-07,0.0200,0,14
5977,2025-08-10,0.0132,0,-3
1811,2025-08-09,0.0060,0,-3
5292,2025-08-10,0.0132,0,-5
2179,2025-08-01,0.0043,0,3
576,2025-08-01,0.0050,0,30
219,2025-08-06,0.0063,0,-6
4791,2025-08-10,0.0200,0,-1
5392,2025-08-14,0.0143,0,-1
1377,2025-08-02,0.0067,0,-3
1403,2025-08-14,0.0238,0,21
1403,2025-08-14,0.0238,0,21
912,2025-08-05,0.0057,0,-3
1989,2025-08-03,0.0056,0,85
1413,2025-08-06,0.0060,0,-6
5314,2025-08-06,0.0200,0,9
5314,2025-08-06,0.0400,0,9
5314,2025-08-06,0.0400,0,9
1859,2025-08-09,0.0079,2,-7
2364,2025-08-08,0.0079,0,2
4789,2025-08-01,0.0143,0,-1
1347,2025-08-01,0.0060,0,11
2144,2025-08-07,0.0133,0,57
5427,2025-08-04,0.0200,0,-5
1655,2025-08-09,0.0067,0,7
5250,2025-08-07,0.0132,0,3
3696,2025-08-04,0.0132,0,-8
1599,2025-08-10,0.0027,0,20
5790,2025-08-05,0.0200,0,-11
2440,2025-08-10,0.0056,0,-1
1803,2025-08-14,0.0100,0,-4
2677,2025-08-04,0.0057,0,15
1135,2025-08-02,0.0120,0,-7
1135,2025-08-02,0.0120,0,-7
291,2025-08-09,0.0238,0,78
1387,2025-08-07,0.0027,0,276
972,2025-08-06,0.0157,0,144
972,2025-08-06,0.0157,0,144
1851,2025-08-06,0.0060,0,-7
729,2025-08-10,0.0067,0,9
3,2025-08-01,0.0060,0,-12
4739,2025-08-07,0.0200,0,-2
739,2025-08-15,0.0079,0,-2
660,2025-08-10,0.0050,0,0
445,2025-08-02,0.0056,0,29
929,2025-08-05,0.0120,0,18
1239,2025-08-13,0.0067,0,-4
1594,2025-08-01,0.0079,0,39
1803,2025-08-03,0.0050,0,-9
1178,2025-08-03,0.0056,0,2
1100,2025-08-10,0.0056,0,-8
1363,2025-08-15,0.0100,0,-4
2254,2025-08-02,0.0050,0,-4
1314,2025-08-12,0.0050,0,4
1742,2025-08-15,0.0079,0,10
708,2025-08-01,0.0079,0,-3
1414,2025-08-10,0.0067,0,-2
2672,2025-08-11,0.0079,0,-1
1756,2025-08-15,0.0060,0,19
2099,2025-08-04,0.0112,0,-8
2426,2025-08-02,0.0056,0,2
4425,2025-08-07,0.0200,0,-4
1387,2025-08-10,0.0027,0,62
3614,2025-08-07,0.0143,0,26
5382,2025-08-10,0.0200,0,87
752,2025-08-07,0.0120,0,-3
2387,2025-08-02,0.0056,0,-5
503,2025-08-04,0.0085,0,99
2635,2025-08-13,0.0079,0,14
2497,2025-08-07,0.0079,0,-2
5534,2025-08-02,0.0526,0,-2
4568,2025-08-08,0.0200,0,-4
1803,2025-08-13,0.0050,0,0
5977,2025-08-10,0.0132,0,-3
4571,2025-08-09,0.0400,0,0
721,2025-08-05,0.0168,0,-7
721,2025-08-05,0.0168,0,-7
1120,2025-08-02,0.0056,0,-3
5274,2025-08-15,0.0200,0,141
1989,2025-08-13,0.0223,0,12
5568,2025-08-13,0.0200,0,-1
3535,2025-08-02,0.0132,0,-4
1660,2025-08-01,0.0043,0,16
1815,2025-08-09,0.0067,0,0
2361,2025-08-09,0.0043,0,-3
1224,2025-08-11,0.0056,0,-4
2494,2025-08-14,0.0056,0,27
1239,2025-08-01,0.0133,0,0
4186,2025-08-02,0.0400,0,178
1335,2025-08-10,0.0056,0,70
2483,2025-08-08,0.0223,0,4
4529,2025-08-01,0.0200,0,-9
1069,2025-08-12,0.0067,0,107
1328,2025-08-14,0.0050,0,12
1387,2025-08-07,0.0027,0,276
2225,2025-08-04,0.0056,0,-4
1421,2025-08-01,0.0050,0,-6
503,2025-08-01,0.0043,0,2
286,2025-08-12,0.0056,0,-5
1124,2025-08-04,0.0056,0,167
1742,2025-08-15,0.0079,0,10
1584,2025-08-04,0.0050,0,-8
2640,2025-08-10,0.0079,0,14
3523,2025-08-13,0.0132,0,64
4387,2025-08-01,0.0200,0,-5
2627,2025-08-02,0.0056,0,-1
5534,2025-08-13,0.0132,0,0
4645,2025-08-12,0.0200,0,-10
1577,2025-08-05,0.0043,6,35
721,2025-08-05,0.0056,0,-7
1239,2025-08-13,0.0133,0,-4
1742,2025-08-07,0.0060,0,40
2862,2025-08-06,0.0056,0,4
2280,2025-08-06,0.0050,0,-4
1413,2025-08-12,0.0120,0,-7
1198,2025-08-09,0.0112,0,9
224,2025-08-10,0.0056,0,4
4504,2025-08-09,0.0200,0,-4
343,2025-08-07,0.0050,0,3
2182,2025-08-13,0.0067,0,0
1387,2025-08-04,0.0027,0,-3
288,2025-08-09,0.0057,0,-1
1834,2025-08-15,0.0060,0,-5
416,2025-08-10,0.0082,0,51
763,2025-08-04,0.0060,0,-5
2616,2025-08-12,0.0060,0,-2
1803,2025-08-02,0.0112,0,11
1803,2025-08-02,0.0112,0,11
288,2025-08-07,0.0057,0,18
1974,2025-08-06,0.0079,0,147
752,2025-08-13,0.0079,0,-5
2189,2025-08-15,0.0060,0,-4
4599,2025-08-05,0.0200,0,21
2179,2025-08-14,0.0085,0,8
2179,2025-08-14,0.0085,0,8
1398,2025-08-01,0.0060,0,12
2099,2025-08-03,0.0056,0,-1
2333,2025-08-15,0.0056,0,-5
5427,2025-08-10,0.0200,0,227
2323,2025-08-04,0.0050,0,-5
4194,2025-08-11,0.0200,0,-8
2133,2025-08-11,0.0057,0,1
5603,2025-08-04,0.0200,0,65
714,2025-08-10,0.0267,0,22
587,2025-08-15,0.0060,0,98
752,2025-08-04,0.0079,0,-3
5868,2025-08-15,0.0132,0,-2
1872,2025-08-09,0.0067,0,15
1859,2025-08-11,0.0079,0,1
3694,2025-08-13,0.0132,0,-7
5977,2025-08-13,0.0132,0,2
3603,2025-08-01,0.0132,0,2
2666,2025-08-14,0.0050,0,-8
118,2025-08-10,0.0057,0,54
1851,2025-08-06,0.0060,0,-7
2440,2025-08-10,0.0056,0,-1
2481,2025-08-06,0.0067,0,140
4809,2025-08-11,0.0132,0,-4
1239,2025-08-03,0.0067,0,3
881,2025-08-09,0.0031,0,0
881,2025-08-09,0.0031,0,0
881,2025-08-09,0.0031,0,0
763,2025-08-05,0.0120,0,46
763,2025-08-05,0.0120,0,46
2225,2025-08-04,0.0056,0,-4
1413,2025-08-06,0.0060,0,-6
1848,2025-08-10,0.0079,0,17
2039,2025-08-11,0.0050,0,-2
4712,2025-08-03,0.0571,0,-1
