flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,norm_pressure,norm_load,norm_ssr,norm_bags,difficulty_score,difficulty_category
1564,2025-08-13,ORD,MSP,0.164,0.246,0.096,0.031,0.22,Medium
4789,2025-08-07,ORD,FAR,0.006,0.660,0.043,0.109,0.22,Medium
2629,2025-08-15,ORD,CLE,0.014,0.579,0.074,0.200,0.22,Medium
1657,2025-08-14,ORD,LGA,0.013,0.588,0.128,0.077,0.22,Medium
3468,2025-08-06,ORD,BGR,0.012,0.462,0.255,0.057,0.22,Medium
2280,2025-08-08,ORD,MCO,0.002,0.564,0.213,0.031,0.22,Medium
2385,2025-08-12,ORD,MSO,0.012,0.525,0.160,0.094,0.22,Medium
5608,2025-08-03,ORD,GRB,0.006,0.708,0.000,0.086,0.22,Medium
2099,2025-08-10,ORD,IAH,0.002,0.637,0.064,0.180,0.22,Medium
307,2025-08-08,ORD,COS,0.007,0.564,0.106,0.146,0.22,Medium
2378,2025-08-11,ORD,LAX,0.013,0.580,0.032,0.197,0.22,Medium
5251,2025-08-10,ORD,ASE,0.008,0.123,0.000,0.031,0.22,Medium
1044,2025-08-14,ORD,LAX,0.001,0.596,0.096,0.129,0.22,Medium
609,2025-08-09,ORD,PHX,0.004,0.564,0.074,0.180,0.22,Medium
5360,2025-08-13,ORD,MBS,0.012,0.523,0.170,0.091,0.22,Medium
1803,2025-08-12,ORD,DEN,0.001,0.580,0.160,0.106,0.22,Medium
5763,2025-08-03,ORD,TUL,0.012,0.613,0.117,0.071,0.22,Medium
1842,2025-08-11,ORD,SAN,0.012,0.583,0.064,0.223,0.22,Medium
2144,2025-08-07,ORD,YYZ,0.013,0.614,0.074,0.134,0.22,Medium
310,2025-08-03,ORD,MCI,0.010,0.486,0.085,0.289,0.22,Medium
4563,2025-08-03,ORD,FSD,0.011,0.578,0.191,0.046,0.22,Medium
5568,2025-08-14,ORD,MLI,0.008,0.599,0.085,0.109,0.22,Medium
1842,2025-08-05,ORD,SAN,0.012,0.610,0.000,0.229,0.22,Medium
980,2025-08-05,ORD,DUB,0.004,0.474,0.128,0.271,0.22,Medium
5984,2025-08-03,ORD,BIL,0.006,0.548,0.160,0.123,0.22,Medium
2364,2025-08-05,ORD,CMH,0.012,0.607,0.074,0.166,0.22,Medium
5274,2025-08-13,ORD,SBN,0.006,0.599,0.106,0.080,0.22,Medium
275,2025-08-02,ORD,RAP,0.013,0.570,0.149,0.103,0.22,Medium
3654,2025-08-08,ORD,STL,0.008,0.620,0.053,0.129,0.22,Medium
378,2025-08-14,ORD,LAX,0.014,0.550,0.138,0.149,0.22,Medium
2280,2025-08-01,ORD,MCO,0.008,0.700,0.053,0.069,0.22,Medium
1634,2025-08-03,ORD,IAD,0.012,0.625,0.074,0.100,0.22,Medium
1741,2025-08-13,ORD,JAC,0.007,0.517,0.181,0.123,0.22,Medium
1594,2025-08-03,ORD,ABQ,0.009,0.629,0.074,0.103,0.22,Medium
1538,2025-08-07,ORD,SAV,0.001,0.616,0.096,0.091,0.22,Medium
2226,2025-08-03,ORD,CLE,0.012,0.558,0.074,0.189,0.22,Medium
1756,2025-08-15,ORD,YYZ,0.019,0.522,0.106,0.191,0.22,Medium
3498,2025-08-01,ORD,CVG,0.011,0.641,0.053,0.117,0.22,Medium
2337,2025-08-07,ORD,IAD,0.015,0.616,0.096,0.063,0.22,Medium
5118,2025-08-06,ORD,PLN,0.009,0.599,0.160,0.071,0.22,Medium
5977,2025-08-07,ORD,ICT,0.012,0.613,0.043,0.140,0.22,Medium
1620,2025-08-04,ORD,SEA,0.001,0.610,0.032,0.226,0.22,Medium
622,2025-08-10,ORD,DEN,0.014,0.580,0.085,0.129,0.22,Medium
758,2025-08-07,ORD,EWR,0.008,0.591,0.181,0.049,0.22,Medium
4468,2025-08-02,ORD,LEX,0.003,0.719,0.011,0.129,0.22,Medium
1659,2025-08-01,ORD,CUN,0.018,0.713,0.043,0.020,0.22,Medium
1851,2025-08-11,ORD,ALB,0.013,0.594,0.064,0.194,0.22,Medium
576,2025-08-07,ORD,LAX,0.014,0.540,0.117,0.129,0.22,Medium
2430,2025-08-08,ORD,BNA,0.011,0.617,0.096,0.091,0.22,Medium
1044,2025-08-05,ORD,LAX,0.006,0.598,0.096,0.091,0.22,Medium
1491,2025-08-09,ORD,DFW,0.010,0.577,0.138,0.126,0.22,Medium
1823,2025-08-08,ORD,IAH,0.001,0.564,0.170,0.060,0.22,Medium
5038,2025-08-01,ORD,PLN,0.000,0.730,0.011,0.066,0.22,Medium
4406,2025-08-03,ORD,TVC,0.005,0.741,0.000,0.083,0.22,Medium
5125,2025-08-09,ORD,CMX,0.011,0.708,0.000,0.086,0.22,Medium
767,2025-08-03,ORD,DEN,0.015,0.635,0.011,0.183,0.22,Medium
2195,2025-08-15,ORD,BDL,0.009,0.516,0.160,0.134,0.22,Medium
1857,2025-08-09,ORD,MIA,0.009,0.627,0.096,0.114,0.22,Medium
4571,2025-08-08,ORD,XNA,0.007,0.643,0.000,0.160,0.22,Medium
5819,2025-08-03,ORD,DLH,0.008,0.687,0.064,0.026,0.22,Medium
2011,2025-08-05,ORD,YVR,0.014,0.632,0.043,0.123,0.22,Medium
2440,2025-08-07,ORD,LAS,0.004,0.558,0.170,0.111,0.22,Medium
1413,2025-08-10,ORD,LGA,0.013,0.719,0.000,0.037,0.22,Medium
938,2025-08-04,ORD,LHR,0.010,0.597,0.085,0.097,0.22,Medium
1899,2025-08-02,ORD,YYC,0.008,0.599,0.064,0.131,0.22,Medium
533,2025-08-14,ORD,OMA,0.009,0.523,0.117,0.186,0.22,Medium
482,2025-08-07,ORD,CHS,0.015,0.542,0.160,0.046,0.22,Medium
5577,2025-08-05,ORD,JAX,0.012,0.720,0.000,0.054,0.22,Medium
2177,2025-08-14,ORD,MSN,0.015,0.521,0.128,0.120,0.22,Medium
2465,2025-08-03,ORD,ORF,0.012,0.673,0.011,0.137,0.22,Medium
5977,2025-08-04,ORD,ICT,0.012,0.598,0.138,0.046,0.22,Medium
970,2025-08-14,ORD,FCO,0.016,0.389,0.223,0.229,0.22,Medium
4552,2025-08-13,ORD,DAY,0.006,0.545,0.170,0.086,0.22,Medium
1270,2025-08-01,ORD,PUJ,0.014,0.643,0.074,0.094,0.22,Medium
1941,2025-08-05,ORD,CVG,0.010,0.564,0.128,0.117,0.22,Medium
5353,2025-08-09,ORD,GRR,0.008,0.665,0.032,0.117,0.22,Medium
1502,2025-08-07,ORD,RDU,0.020,0.531,0.128,0.103,0.22,Medium
5280,2025-08-03,ORD,DSM,0.007,0.512,0.160,0.146,0.22,Medium
1168,2025-08-11,ORD,SFO,0.014,0.556,0.096,0.174,0.22,Medium
611,2025-08-01,ORD,SFO,0.003,0.647,0.128,0.023,0.22,Medium
1198,2025-08-01,ORD,CUN,0.011,0.658,0.064,0.054,0.22,Medium
5603,2025-08-03,ORD,FNT,0.005,0.501,0.266,0.071,0.22,Medium
5568,2025-08-04,ORD,MLI,0.005,0.643,0.128,0.060,0.22,Medium
4748,2025-08-15,ORD,ATW,0.156,0.360,0.000,0.043,0.22,Medium
2616,2025-08-13,ORD,PDX,0.013,0.542,0.138,0.151,0.22,Medium
1314,2025-08-08,ORD,IAH,0.014,0.610,0.021,0.211,0.22,Medium
3638,2025-08-10,ORD,CHS,0.007,0.763,0.000,0.034,0.22,Medium
3668,2025-08-02,ORD,BUF,0.010,0.706,0.011,0.040,0.22,Medium
3535,2025-08-14,ORD,MSN,0.012,0.577,0.160,0.043,0.22,Medium
4479,2025-08-02,ORD,STL,0.012,0.545,0.181,0.060,0.22,Medium
1502,2025-08-03,ORD,RDU,0.006,0.591,0.128,0.071,0.22,Medium
1620,2025-08-12,ORD,SEA,0.002,0.569,0.160,0.120,0.22,Medium
4611,2025-08-14,ORD,MDT,0.010,0.578,0.138,0.037,0.22,Medium
1584,2025-08-10,ORD,LAX,0.002,0.681,0.064,0.080,0.22,Medium
3690,2025-08-01,ORD,IND,0.010,0.605,0.085,0.089,0.22,Medium
2071,2025-08-10,ORD,SAN,0.002,0.677,0.128,0.020,0.22,Medium
5376,2025-08-13,ORD,LEX,0.007,0.505,0.191,0.106,0.22,Medium
2385,2025-08-06,ORD,MSO,0.006,0.624,0.064,0.160,0.22,Medium
1198,2025-08-06,ORD,CUN,0.011,0.698,0.043,0.020,0.22,Medium
276,2025-08-02,ORD,IAD,0.014,0.510,0.064,0.283,0.22,Medium
1297,2025-08-02,ORD,DFW,0.012,0.586,0.128,0.037,0.22,Medium
5125,2025-08-07,ORD,CMX,0.011,0.512,0.202,0.066,0.22,Medium
468,2025-08-14,ORD,IAH,0.002,0.582,0.160,0.054,0.22,Medium
310,2025-08-14,ORD,MCI,0.010,0.581,0.000,0.297,0.22,Medium
2280,2025-08-04,ORD,MCO,0.010,0.703,0.064,0.043,0.22,Medium
5748,2025-08-02,ORD,YWG,0.014,0.559,0.181,0.060,0.22,Medium
2691,2025-08-01,ORD,EWR,0.015,0.564,0.128,0.111,0.22,Medium
378,2025-08-04,ORD,LAX,0.014,0.594,0.074,0.117,0.22,Medium
1641,2025-08-03,ORD,IND,0.009,0.577,0.053,0.171,0.22,Medium
5601,2025-08-11,ORD,FNT,0.003,0.545,0.245,0.043,0.22,Medium
3422,2025-08-15,ORD,DTW,0.007,0.598,0.074,0.154,0.22,Medium
3681,2025-08-02,ORD,JAX,0.001,0.763,0.011,0.074,0.22,Medium
1041,2025-08-14,ORD,GRR,0.012,0.573,0.074,0.189,0.22,Medium
2635,2025-08-14,ORD,CLT,0.012,0.616,0.096,0.051,0.22,Medium
2195,2025-08-09,ORD,BDL,0.013,0.437,0.234,0.120,0.22,Medium
2684,2025-08-01,ORD,FCA,0.012,0.689,0.021,0.066,0.22,Medium
758,2025-08-13,ORD,EWR,0.001,0.668,0.096,0.083,0.22,Medium
380,2025-08-11,ORD,JAX,0.005,0.556,0.138,0.111,0.22,Medium
938,2025-08-14,ORD,LHR,0.005,0.578,0.138,0.151,0.22,Medium
2683,2025-08-13,ORD,SAN,0.013,0.552,0.160,0.089,0.22,Medium
1643,2025-08-03,ORD,SEA,0.002,0.686,0.085,0.009,0.22,Medium
2862,2025-08-07,ORD,IAD,0.013,0.622,0.085,0.097,0.22,Medium
609,2025-08-13,ORD,PHX,0.015,0.515,0.191,0.117,0.22,Medium
881,2025-08-12,ORD,HND,0.007,0.310,0.213,0.343,0.22,Medium
5859,2025-08-01,ORD,BZN,0.001,0.763,0.000,0.003,0.22,Medium
1377,2025-08-08,ORD,MYR,0.006,0.659,0.085,0.097,0.22,Medium
2666,2025-08-01,ORD,DEN,0.003,0.591,0.160,0.103,0.22,Medium
1677,2025-08-02,ORD,BOS,0.013,0.686,0.053,0.063,0.22,Medium
1224,2025-08-09,ORD,LAX,0.002,0.704,0.064,0.026,0.22,Medium
2182,2025-08-08,ORD,PHL,0.008,0.625,0.106,0.049,0.22,Medium
938,2025-08-01,ORD,LHR,0.010,0.636,0.043,0.097,0.22,Medium
1113,2025-08-13,ORD,ALB,0.012,0.499,0.191,0.106,0.22,Medium
1100,2025-08-02,ORD,PDX,0.002,0.735,0.043,0.017,0.22,Medium
1492,2025-08-01,ORD,CMH,0.013,0.473,0.223,0.140,0.22,Medium
2684,2025-08-15,ORD,FCA,0.012,0.683,0.000,0.126,0.22,Medium
2683,2025-08-05,ORD,SAN,0.013,0.719,0.011,0.100,0.22,Medium
1923,2025-08-11,ORD,CID,0.007,0.512,0.117,0.217,0.22,Medium
307,2025-08-10,ORD,COS,0.010,0.538,0.117,0.157,0.22,Medium
5810,2025-08-09,ORD,PIA,0.012,0.556,0.160,0.126,0.22,Medium
791,2025-08-13,ORD,DEN,0.010,0.559,0.181,0.083,0.22,Medium
1387,2025-08-05,ORD,SFO,0.013,0.610,0.085,0.131,0.22,Medium
468,2025-08-12,ORD,IAH,0.013,0.625,0.128,0.049,0.22,Medium
5593,2025-08-02,ORD,MEM,0.001,0.536,0.213,0.117,0.22,Medium
2100,2025-08-10,ORD,SLC,0.012,0.591,0.096,0.111,0.22,Medium
2100,2025-08-15,ORD,SLC,0.009,0.578,0.085,0.211,0.22,Medium
3614,2025-08-01,ORD,MCI,0.009,0.591,0.074,0.123,0.22,Medium
2133,2025-08-08,ORD,EWR,0.013,0.577,0.160,0.080,0.22,Medium
5607,2025-08-13,ORD,TUS,0.000,0.489,0.245,0.100,0.22,Medium
556,2025-08-03,ORD,CLT,0.001,0.610,0.096,0.143,0.22,Medium
2649,2025-08-13,ORD,EWR,0.006,0.559,0.149,0.126,0.22,Medium
310,2025-08-11,ORD,MCI,0.010,0.551,0.074,0.234,0.22,Medium
2290,2025-08-08,ORD,DFW,0.007,0.590,0.085,0.171,0.22,Medium
1316,2025-08-12,ORD,SRQ,0.006,0.543,0.170,0.134,0.22,Medium
1617,2025-08-15,ORD,PHL,0.008,0.598,0.074,0.140,0.22,Medium
1044,2025-08-08,ORD,LAX,0.006,0.626,0.064,0.143,0.22,Medium
5564,2025-08-03,ORD,SBN,0.007,0.567,0.160,0.114,0.22,Medium
310,2025-08-04,ORD,MCI,0.010,0.547,0.128,0.106,0.22,Medium
576,2025-08-12,ORD,LAX,0.014,0.545,0.117,0.177,0.22,Medium
1803,2025-08-11,ORD,DEN,0.015,0.597,0.117,0.086,0.22,Medium
2649,2025-08-01,ORD,EWR,0.006,0.630,0.064,0.094,0.22,Medium
247,2025-08-14,ORD,OMA,0.004,0.480,0.191,0.146,0.22,Medium
5521,2025-08-13,ORD,ATW,0.008,0.512,0.213,0.069,0.22,Medium
1741,2025-08-04,ORD,JAC,0.007,0.729,0.000,0.111,0.22,Medium
4185,2025-08-03,ORD,STL,0.005,0.567,0.138,0.083,0.22,Medium
2627,2025-08-13,ORD,MSP,0.011,0.543,0.021,0.286,0.22,Medium
482,2025-08-09,ORD,CHS,0.002,0.755,0.021,0.077,0.22,Medium
1872,2025-08-10,ORD,MSP,0.013,0.534,0.106,0.189,0.22,Medium
1815,2025-08-15,ORD,MSY,0.011,0.494,0.234,0.060,0.22,Medium
2100,2025-08-07,ORD,SLC,0.012,0.601,0.074,0.137,0.22,Medium
4184,2025-08-07,ORD,DAY,0.007,0.523,0.181,0.069,0.22,Medium
1564,2025-08-08,ORD,MSP,0.008,0.535,0.043,0.286,0.22,Medium
2649,2025-08-03,ORD,EWR,0.006,0.553,0.181,0.100,0.22,Medium
399,2025-08-08,ORD,BOS,0.012,0.584,0.117,0.103,0.22,Medium
602,2025-08-14,ORD,PHX,0.009,0.497,0.138,0.189,0.22,Medium
5280,2025-08-13,ORD,DSM,0.003,0.670,0.000,0.151,0.22,Medium
399,2025-08-12,ORD,BOS,0.009,0.568,0.096,0.123,0.22,Medium
1857,2025-08-04,ORD,MIA,0.016,0.598,0.085,0.120,0.22,Medium
2488,2025-08-09,ORD,LGA,0.012,0.667,0.074,0.037,0.22,Medium
310,2025-08-05,ORD,MCI,0.012,0.525,0.106,0.160,0.22,Medium
2430,2025-08-01,ORD,BNA,0.013,0.562,0.106,0.126,0.22,Medium
286,2025-08-07,ORD,CLE,0.002,0.570,0.043,0.229,0.22,Medium
5427,2025-08-03,ORD,PIA,0.006,0.610,0.043,0.151,0.22,Medium
1502,2025-08-11,ORD,RDU,0.011,0.573,0.085,0.149,0.22,Medium
1933,2025-08-07,ORD,LAS,0.012,0.506,0.191,0.100,0.22,Medium
1328,2025-08-11,ORD,SMF,0.002,0.591,0.064,0.163,0.22,Medium
4809,2025-08-09,ORD,ICT,0.001,0.634,0.043,0.151,0.22,Medium
2011,2025-08-09,ORD,YVR,0.019,0.599,0.096,0.111,0.22,Medium
286,2025-08-11,ORD,CLE,0.002,0.552,0.138,0.146,0.22,Medium
3421,2025-08-08,ORD,ROC,0.001,0.562,0.170,0.100,0.22,Medium
275,2025-08-03,ORD,RAP,0.001,0.589,0.160,0.100,0.22,Medium
1414,2025-08-15,ORD,BOI,0.013,0.625,0.043,0.117,0.22,Medium
1270,2025-08-14,ORD,PUJ,0.013,0.601,0.128,0.097,0.22,Medium
482,2025-08-02,ORD,CHS,0.001,0.699,0.021,0.111,0.22,Medium
1634,2025-08-02,ORD,IAD,0.011,0.594,0.021,0.240,0.22,Medium
2440,2025-08-11,ORD,LAS,0.015,0.537,0.085,0.206,0.22,Medium
4501,2025-08-15,ORD,AVP,0.004,0.665,0.106,0.063,0.22,Medium
2333,2025-08-08,ORD,BWI,0.013,0.613,0.117,0.069,0.22,Medium
5124,2025-08-07,ORD,EAU,0.008,0.643,0.138,0.043,0.22,Medium
3601,2025-08-14,ORD,YYZ,0.013,0.699,0.021,0.040,0.22,Medium
5603,2025-08-14,ORD,FNT,0.005,0.469,0.245,0.089,0.22,Medium
2635,2025-08-05,ORD,CLT,0.011,0.616,0.085,0.069,0.22,Medium
763,2025-08-13,ORD,PWM,0.011,0.647,0.021,0.154,0.22,Medium
3468,2025-08-07,ORD,BGR,0.012,0.761,0.011,0.034,0.22,Medium
1215,2025-08-11,ORD,ANC,0.010,0.447,0.106,0.291,0.22,Medium
5379,2025-08-09,ORD,SYR,0.014,0.584,0.117,0.103,0.22,Medium
1146,2025-08-01,ORD,MBJ,0.026,0.617,0.064,0.123,0.22,Medium
2649,2025-08-08,ORD,EWR,0.006,0.571,0.170,0.100,0.22,Medium
1577,2025-08-15,ORD,SFO,0.009,0.575,0.053,0.189,0.22,Medium
4387,2025-08-06,ORD,CID,0.006,0.698,0.000,0.109,0.22,Medium
1361,2025-08-11,ORD,STL,0.012,0.560,0.106,0.203,0.22,Medium
1414,2025-08-13,ORD,BOI,0.013,0.541,0.128,0.117,0.22,Medium
343,2025-08-02,ORD,SFO,0.001,0.714,0.043,0.097,0.22,Medium
767,2025-08-13,ORD,DEN,0.045,0.518,0.043,0.157,0.22,Medium
5963,2025-08-14,ORD,BDL,0.009,0.543,0.181,0.069,0.22,Medium
224,2025-08-01,ORD,BZN,0.005,0.611,0.064,0.149,0.22,Medium
2683,2025-08-11,ORD,SAN,0.009,0.584,0.128,0.063,0.22,Medium
3614,2025-08-09,ORD,MCI,0.006,0.677,0.000,0.143,0.22,Medium
1996,2025-08-08,ORD,SJU,0.005,0.575,0.160,0.123,0.22,Medium
2137,2025-08-07,ORD,SLC,0.001,0.716,0.032,0.114,0.22,Medium
1491,2025-08-03,ORD,DFW,0.005,0.578,0.202,0.060,0.22,Medium
1041,2025-08-05,ORD,GRR,0.012,0.508,0.170,0.123,0.22,Medium
5140,2025-08-01,ORD,CMX,0.008,0.687,0.043,0.043,0.22,Medium
1830,2025-08-07,ORD,DSM,0.013,0.610,0.000,0.197,0.22,Medium
5819,2025-08-01,ORD,DLH,0.008,0.621,0.149,0.057,0.22,Medium
1599,2025-08-15,ORD,DEN,0.002,0.580,0.191,0.071,0.22,Medium
1577,2025-08-12,ORD,SFO,0.009,0.570,0.149,0.106,0.22,Medium
1842,2025-08-06,ORD,SAN,0.012,0.561,0.138,0.143,0.22,Medium
2040,2025-08-01,ORD,DEN,0.012,0.527,0.106,0.217,0.22,Medium
5383,2025-08-13,ORD,TVC,0.012,0.556,0.170,0.060,0.22,Medium
1834,2025-08-07,ORD,TPA,0.001,0.496,0.266,0.060,0.22,Medium
2333,2025-08-03,ORD,BWI,0.014,0.573,0.096,0.120,0.22,Medium
1564,2025-08-03,ORD,MSP,0.015,0.527,0.064,0.206,0.22,Medium
3694,2025-08-09,ORD,OMA,0.012,0.620,0.064,0.114,0.22,Medium
2387,2025-08-07,ORD,MCO,0.013,0.668,0.043,0.040,0.22,Medium
2090,2025-08-02,ORD,MIA,0.015,0.647,0.106,0.029,0.22,Medium
622,2025-08-14,ORD,DEN,0.014,0.580,0.064,0.220,0.22,Medium
767,2025-08-11,ORD,DEN,0.014,0.578,0.064,0.211,0.22,Medium
378,2025-08-13,ORD,LAX,0.020,0.552,0.085,0.129,0.22,Medium
5309,2025-08-15,ORD,FWA,0.006,0.534,0.138,0.120,0.22,Medium
5383,2025-08-05,ORD,TVC,0.012,0.665,0.043,0.080,0.22,Medium
1198,2025-08-03,ORD,CUN,0.011,0.774,0.021,0.009,0.22,Medium
5905,2025-08-02,ORD,MTJ,0.010,0.706,0.043,0.043,0.22,Medium
1834,2025-08-13,ORD,TPA,0.010,0.584,0.170,0.066,0.22,Medium
4458,2025-08-06,ORD,LIT,0.007,0.643,0.096,0.031,0.22,Medium
2430,2025-08-09,ORD,BNA,0.009,0.573,0.128,0.151,0.22,Medium
1414,2025-08-01,ORD,BOI,0.011,0.724,0.000,0.091,0.22,Medium
1677,2025-08-01,ORD,BOS,0.011,0.699,0.064,0.026,0.22,Medium
2609,2025-08-02,ORD,SNA,0.004,0.746,0.000,0.063,0.22,Medium
5593,2025-08-10,ORD,MEM,0.011,0.570,0.128,0.069,0.22,Medium
4194,2025-08-09,ORD,DAY,0.006,0.512,0.234,0.080,0.22,Medium
1097,2025-08-07,ORD,DCA,0.037,0.404,0.234,0.063,0.22,Medium
1674,2025-08-09,ORD,AUA,0.018,0.677,0.021,0.057,0.22,Medium
2195,2025-08-01,ORD,BDL,0.010,0.562,0.138,0.117,0.22,Medium
2440,2025-08-08,ORD,LAS,0.015,0.567,0.074,0.160,0.22,Medium
2099,2025-08-11,ORD,IAH,0.001,0.512,0.106,0.231,0.22,Medium
5470,2025-08-12,ORD,GEG,0.013,0.598,0.074,0.094,0.22,Medium
5946,2025-08-02,ORD,RAP,0.002,0.598,0.117,0.077,0.22,Medium
2226,2025-08-13,ORD,CLE,0.007,0.512,0.149,0.211,0.22,Medium
2609,2025-08-10,ORD,SNA,0.010,0.655,0.085,0.043,0.22,Medium
2661,2025-08-07,ORD,LGA,0.005,0.565,0.191,0.006,0.22,Medium
2290,2025-08-10,ORD,DFW,0.005,0.619,0.160,0.040,0.22,Medium
660,2025-08-08,ORD,SAN,0.000,0.635,0.064,0.111,0.22,Medium
721,2025-08-01,ORD,BOS,0.011,0.625,0.117,0.069,0.22,Medium
2618,2025-08-01,ORD,STL,0.010,0.581,0.011,0.254,0.22,Medium
1113,2025-08-02,ORD,ALB,0.005,0.711,0.032,0.086,0.22,Medium
5448,2025-08-06,ORD,FWA,0.004,0.567,0.170,0.057,0.22,Medium
2106,2025-08-10,ORD,SFO,0.013,0.651,0.053,0.114,0.22,Medium
5118,2025-08-13,ORD,PLN,0.009,0.578,0.128,0.060,0.22,Medium
2182,2025-08-03,ORD,PHL,0.008,0.621,0.149,0.040,0.22,Medium
3,2025-08-09,ORD,ZRH,0.009,0.551,0.074,0.271,0.22,Medium
2040,2025-08-08,ORD,DEN,0.014,0.631,0.000,0.157,0.22,Medium
791,2025-08-06,ORD,DEN,0.008,0.613,0.149,0.006,0.22,Medium
3468,2025-08-14,ORD,BGR,0.012,0.649,0.043,0.149,0.22,Medium
1224,2025-08-01,ORD,LAX,0.010,0.689,0.085,0.031,0.22,Medium
5429,2025-08-09,ORD,TYS,0.006,0.684,0.032,0.060,0.22,Medium
912,2025-08-06,ORD,KEF,0.008,0.441,0.096,0.331,0.22,Medium
503,2025-08-10,ORD,DEN,0.009,0.568,0.149,0.083,0.22,Medium
2280,2025-08-11,ORD,MCO,0.002,0.692,0.106,0.029,0.22,Medium
1677,2025-08-09,ORD,BOS,0.014,0.683,0.011,0.071,0.22,Medium
1135,2025-08-03,ORD,SJO,0.010,0.640,0.032,0.109,0.22,Medium
2333,2025-08-13,ORD,BWI,0.011,0.585,0.085,0.191,0.22,Medium
5275,2025-08-10,ORD,DLH,0.005,0.512,0.181,0.123,0.22,Medium
359,2025-08-07,ORD,MEX,0.001,0.567,0.160,0.140,0.22,Medium
2385,2025-08-13,ORD,MSO,0.012,0.532,0.128,0.166,0.22,Medium
2347,2025-08-02,ORD,CLE,0.013,0.516,0.096,0.186,0.22,Medium
2251,2025-08-01,ORD,PIT,0.011,0.581,0.128,0.086,0.22,Medium
399,2025-08-10,ORD,BOS,0.021,0.591,0.053,0.126,0.22,Medium
1270,2025-08-07,ORD,PUJ,0.011,0.576,0.117,0.071,0.22,Medium
1363,2025-08-11,ORD,LAX,0.013,0.599,0.096,0.066,0.22,Medium
752,2025-08-15,ORD,DCA,0.035,0.581,0.064,0.080,0.22,Medium
2195,2025-08-03,ORD,BDL,0.014,0.660,0.064,0.077,0.22,Medium
791,2025-08-10,ORD,DEN,0.010,0.717,0.021,0.009,0.22,Medium
416,2025-08-12,ORD,MXP,0.005,0.409,0.202,0.274,0.22,Medium
5099,2025-08-02,ORD,CIU,0.003,0.708,0.064,0.063,0.22,Medium
1879,2025-08-02,ORD,SJD,0.002,0.729,0.011,0.086,0.22,Medium
2189,2025-08-07,ORD,LGA,0.012,0.598,0.149,0.040,0.22,Medium
5435,2025-08-15,ORD,BDL,0.012,0.519,0.191,0.069,0.22,Medium
5038,2025-08-12,ORD,PLN,0.000,0.534,0.223,0.074,0.22,Medium
2635,2025-08-07,ORD,CLT,0.012,0.668,0.021,0.100,0.22,Medium
3569,2025-08-13,ORD,DTW,0.010,0.577,0.128,0.103,0.22,Medium
5946,2025-08-07,ORD,RAP,0.007,0.606,0.053,0.134,0.22,Medium
1857,2025-08-06,ORD,MIA,0.016,0.562,0.160,0.057,0.22,Medium
1304,2025-08-03,ORD,LAS,0.012,0.549,0.128,0.163,0.22,Medium
4613,2025-08-03,ORD,STL,0.006,0.621,0.043,0.163,0.22,Medium
5230,2025-08-02,ORD,CRW,0.004,0.665,0.043,0.126,0.22,Medium
2329,2025-08-14,ORD,DTW,0.005,0.538,0.170,0.129,0.22,Medium
767,2025-08-09,ORD,DEN,0.012,0.598,0.000,0.266,0.22,Medium
4568,2025-08-13,ORD,SCE,0.006,0.687,0.064,0.066,0.22,Medium
3493,2025-08-14,ORD,DTW,0.009,0.605,0.096,0.106,0.22,Medium
1941,2025-08-07,ORD,CVG,0.010,0.530,0.213,0.086,0.22,Medium
2465,2025-08-04,ORD,ORF,0.001,0.686,0.043,0.100,0.22,Medium
359,2025-08-08,ORD,MEX,0.011,0.603,0.096,0.066,0.22,Medium
2099,2025-08-01,ORD,IAH,0.013,0.567,0.096,0.186,0.22,Medium
5601,2025-08-03,ORD,FNT,0.004,0.523,0.234,0.009,0.22,Medium
1491,2025-08-13,ORD,DFW,0.010,0.629,0.106,0.080,0.22,Medium
3718,2025-08-14,ORD,MSN,0.009,0.555,0.160,0.134,0.22,Medium
307,2025-08-12,ORD,COS,0.010,0.469,0.213,0.126,0.22,Medium
1538,2025-08-13,ORD,SAV,0.008,0.625,0.128,0.057,0.22,Medium
1413,2025-08-03,ORD,LGA,0.016,0.591,0.117,0.034,0.22,Medium
2862,2025-08-10,ORD,IAD,0.011,0.573,0.117,0.134,0.22,Medium
2106,2025-08-01,ORD,SFO,0.013,0.572,0.053,0.240,0.22,Medium
5841,2025-08-02,ORD,MEM,0.013,0.656,0.053,0.077,0.22,Medium
1564,2025-08-15,ORD,MSP,0.010,0.529,0.085,0.289,0.22,Medium
2653,2025-08-11,ORD,RDU,0.010,0.555,0.085,0.151,0.22,Medium
3685,2025-08-15,ORD,DTW,0.011,0.598,0.064,0.134,0.22,Medium
533,2025-08-04,ORD,OMA,0.009,0.545,0.106,0.231,0.22,Medium
247,2025-08-01,ORD,OMA,0.000,0.501,0.128,0.211,0.22,Medium
2666,2025-08-02,ORD,DEN,0.003,0.605,0.096,0.140,0.22,Medium
1996,2025-08-01,ORD,SJU,0.014,0.572,0.106,0.100,0.22,Medium
1502,2025-08-02,ORD,RDU,0.015,0.585,0.085,0.169,0.22,Medium
5125,2025-08-03,ORD,CMX,0.011,0.567,0.160,0.069,0.22,Medium
1363,2025-08-10,ORD,LAX,0.013,0.580,0.106,0.091,0.22,Medium
2144,2025-08-08,ORD,YYZ,0.035,0.627,0.064,0.054,0.22,Medium
