flight_number,scheduled_departure_date_local,is_delayed,delay_minutes,day_of_week,departure_hour,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_ground_time_minutes,minimum_turn_minutes,is_tight_turnaround,total_pax,total_seats,load_factor,lap_child_count,transfer_bag_count,checked_bag_count,special_service_request_count
1775,2025-08-15,0,-1,6,10,ORD,FLL,89,62,0,1,179,0.0056,0,23,0,8
1304,2025-08-06,0,-4,4,11,ORD,LAS,68,56,0,1,179,0.0056,0,60,0,8
5601,2025-08-07,1,90,5,13,ORD,FNT,-27,29,1,1,50,0.0200,0,47,0,12
3569,2025-08-01,0,-3,6,13,ORD,DTW,52,34,0,2,76,0.0263,0,40,0,0
2455,2025-08-07,0,-5,5,7,ORD,SAV,460,56,0,3,179,0.0168,0,10,0,1
5577,2025-08-11,0,-1,2,7,ORD,JAX,645,34,0,1,76,0.0132,0,26,0,3
563,2025-08-05,0,-8,3,7,ORD,EWR,400,62,0,1,200,0.0050,0,16,0,4
1801,2025-08-01,1,101,6,16,ORD,DEN,88,66,0,1,234,0.0043,0,102,0,7
972,2025-08-12,1,13,3,17,ORD,BRU,155,155,1,1,318,0.0031,0,278,0,53
2333,2025-08-10,0,-1,1,10,ORD,BWI,65,56,0,2,179,0.0112,0,60,0,3
2225,2025-08-10,0,-2,1,9,ORD,PHX,94,51,0,1,166,0.0060,0,38,0,17
1660,2025-08-12,1,31,3,16,ORD,SFO,105,66,0,1,234,0.0043,0,52,0,8
3708,2025-08-01,0,-3,6,12,ORD,BNA,40,34,0,2,76,0.0263,0,8,0,0
4599,2025-08-12,1,179,3,19,ORD,BHM,155,29,0,1,50,0.0200,0,18,0,4
1834,2025-08-01,1,18,6,11,ORD,TPA,69,51,0,1,166,0.0060,0,46,0,6
611,2025-08-04,0,-3,2,7,ORD,SFO,95,72,0,2,234,0.0085,0,7,0,0
4542,2025-08-04,1,15,2,20,ORD,LIT,100,29,0,3,50,0.0600,0,20,0,0
3655,2025-08-13,0,-3,4,12,ORD,PIT,49,39,0,1,76,0.0132,0,25,0,8
5731,2025-08-14,0,-1,5,11,ORD,STL,100,34,0,1,76,0.0132,0,49,0,17
5568,2025-08-02,0,-7,7,9,ORD,MLI,72,29,0,1,50,0.0200,0,51,0,8
2177,2025-08-11,0,-3,2,14,ORD,MSN,78,46,0,3,150,0.0200,0,32,0,10
2177,2025-08-11,0,-3,2,14,ORD,MSN,78,46,0,3,150,0.0200,0,32,0,10
1502,2025-08-01,1,128,6,14,ORD,RDU,-43,56,1,1,179,0.0056,0,49,0,2
1421,2025-08-06,0,-3,4,7,ORD,FLL,102,68,0,1,200,0.0050,0,22,0,6
1113,2025-08-12,0,-4,3,11,ORD,ALB,65,51,0,1,166,0.0060,0,34,0,12
1041,2025-08-08,1,17,6,15,ORD,GRR,52,43,0,1,126,0.0079,0,47,0,4
5763,2025-08-06,1,5,4,12,ORD,TUL,40,34,0,2,76,0.0263,0,19,0,4
1660,2025-08-12,1,31,3,16,ORD,SFO,105,66,0,2,234,0.0085,0,52,0,8
5435,2025-08-15,0,-5,6,8,ORD,BDL,45,34,0,1,76,0.0132,0,24,0,18
739,2025-08-13,0,-1,4,19,ORD,BZN,64,46,0,2,150,0.0133,0,54,0,4
1834,2025-08-01,1,18,6,11,ORD,TPA,69,51,0,1,166,0.0060,0,46,0,6
1124,2025-08-12,1,52,3,16,ORD,IAH,72,56,0,3,179,0.0168,0,86,0,4
1124,2025-08-12,1,52,3,16,ORD,IAH,72,56,0,3,179,0.0168,0,86,0,4
1124,2025-08-12,1,52,3,16,ORD,IAH,72,56,0,3,179,0.0168,0,86,0,4
1599,2025-08-04,0,-4,2,8,ORD,DEN,754,87,0,2,364,0.0055,0,61,0,4
1577,2025-08-15,0,-1,6,14,ORD,SFO,123,66,0,1,234,0.0043,0,66,0,5
920,2025-08-04,1,3,2,18,ORD,LHR,1755,145,0,1,167,0.0060,0,18,0,9
1124,2025-08-13,1,148,4,16,ORD,IAH,92,56,0,2,179,0.0112,0,93,0,14
343,2025-08-09,0,-1,7,10,ORD,SFO,88,46,0,1,150,0.0067,0,46,0,7
2666,2025-08-10,0,-4,1,5,ORD,DEN,515,62,0,2,200,0.0100,0,22,0,3
1823,2025-08-05,0,-3,3,7,ORD,IAH,477,62,0,1,200,0.0050,0,7,0,7
1335,2025-08-12,1,213,3,18,ORD,BUF,70,56,0,1,179,0.0056,0,68,0,4
2657,2025-08-04,1,2,2,12,ORD,IAH,94,56,0,6,179,0.0335,0,16,0,10
2657,2025-08-04,1,2,2,12,ORD,IAH,94,56,0,6,179,0.0335,0,16,0,10
2657,2025-08-04,1,2,2,12,ORD,IAH,94,56,0,6,179,0.0335,0,16,0,10
1708,2025-08-14,1,5,5,19,ORD,CLE,79,56,0,1,179,0.0056,0,56,0,5
622,2025-08-07,1,17,5,13,ORD,DEN,99,87,0,1,364,0.0027,0,58,0,15
5731,2025-08-08,1,64,6,11,ORD,STL,-47,34,1,1,70,0.0143,0,37,0,0
5748,2025-08-04,0,0,2,13,ORD,YWG,1089,42,0,1,70,0.0143,0,22,0,2
5505,2025-08-03,1,114,1,15,ORD,SBN,78,29,0,1,50,0.0200,0,10,0,0
1634,2025-08-04,1,3,2,14,ORD,IAD,77,56,0,2,179,0.0112,0,54,0,2
2629,2025-08-08,1,14,6,10,ORD,CLE,63,56,0,1,179,0.0056,0,44,0,15
2071,2025-08-14,0,-9,5,7,ORD,SAN,82,62,0,1,179,0.0056,0,6,0,7
533,2025-08-06,1,279,4,20,ORD,OMA,78,46,0,2,150,0.0133,0,111,0,26
845,2025-08-14,1,139,5,21,ORD,GRU,385,155,0,1,318,0.0031,0,253,0,68
2418,2025-08-13,0,-5,4,7,ORD,PHL,509,56,0,1,179,0.0056,0,60,0,10
1920,2025-08-14,1,7,5,15,ORD,LAS,67,56,0,1,179,0.0056,0,35,0,7
399,2025-08-09,0,-4,7,11,ORD,BOS,70,51,0,1,166,0.0060,0,40,0,19
2200,2025-08-10,1,15,1,21,ORD,SEA,63,51,0,1,166,0.0060,0,47,0,6
2616,2025-08-08,0,-3,6,12,ORD,PDX,58,51,0,1,166,0.0060,0,62,0,12
3603,2025-08-10,0,-2,1,13,ORD,CMH,49,34,0,1,76,0.0132,0,39,0,0
1785,2025-08-10,1,14,1,16,ORD,EWR,111,56,0,1,179,0.0056,0,11,0,5
1946,2025-08-08,0,-9,6,15,ORD,LGA,105,51,0,1,166,0.0060,0,13,0,10
2652,2025-08-08,1,7,6,18,ORD,RSW,63,51,0,1,166,0.0060,0,33,0,19
4780,2025-08-14,0,-7,5,11,ORD,CAK,2731,29,0,1,50,0.0200,0,20,0,14
5819,2025-08-09,0,-3,7,9,ORD,DLH,1414,29,0,2,50,0.0400,0,17,0,3
5819,2025-08-09,0,-3,7,9,ORD,DLH,1414,29,0,2,50,0.0400,0,17,0,3
4529,2025-08-05,0,-8,3,8,ORD,SGF,50,29,0,1,50,0.0200,0,20,0,3
3604,2025-08-10,0,-1,1,19,ORD,CMH,61,34,0,1,76,0.0132,0,17,0,4
5448,2025-08-15,0,-1,6,14,ORD,FWA,56,29,0,1,50,0.0200,0,23,0,5
563,2025-08-13,0,-4,4,7,ORD,EWR,477,62,0,1,200,0.0050,0,24,0,6
4530,2025-08-07,1,275,5,15,ORD,SGF,1665,29,0,1,50,0.0200,0,16,0,8
1377,2025-08-03,0,-3,1,11,ORD,MYR,100,43,0,1,126,0.0079,0,33,0,2
1620,2025-08-01,1,32,6,8,ORD,SEA,677,62,0,1,200,0.0050,0,55,0,28
2684,2025-08-05,0,-5,3,8,ORD,FCA,67,56,0,1,179,0.0056,0,34,0,0
929,2025-08-02,1,45,7,16,ORD,LHR,280,145,0,3,167,0.0180,0,88,0,28
422,2025-08-08,1,57,6,16,ORD,ATH,185,155,0,4,318,0.0126,0,159,0,12
5624,2025-08-10,1,12,1,17,ORD,LEX,65,34,0,2,76,0.0263,0,23,0,7
769,2025-08-07,1,91,5,21,ORD,BCN,1895,150,0,2,243,0.0082,0,129,0,8
769,2025-08-07,1,91,5,21,ORD,BCN,1895,150,0,2,243,0.0082,0,129,0,8
1113,2025-08-01,0,-8,6,11,ORD,ALB,66,51,0,1,166,0.0060,0,54,0,9
3718,2025-08-14,1,32,5,9,ORD,MSN,67,39,0,1,76,0.0132,0,47,0,15
2211,2025-08-01,1,4,6,19,ORD,SEA,64,51,0,2,166,0.0120,0,79,0,3
786,2025-08-02,1,9,7,11,ORD,BTV,112,46,0,1,150,0.0067,0,53,0,2
769,2025-08-01,0,-3,6,21,ORD,BCN,205,150,0,1,243,0.0041,0,81,0,17
5392,2025-08-06,1,6,4,19,ORD,OKC,165,39,0,1,76,0.0132,0,21,0,0
422,2025-08-12,1,33,3,16,ORD,ATH,260,155,0,1,318,0.0031,0,160,0,38
5795,2025-08-02,0,-3,7,9,ORD,TUL,55,34,0,1,76,0.0132,0,31,0,4
1347,2025-08-08,0,-6,6,17,ORD,FLL,113,51,0,1,166,0.0060,0,42,0,4
938,2025-08-04,1,19,2,21,ORD,LHR,245,145,0,1,167,0.0060,0,34,0,8
291,2025-08-13,1,24,4,18,ORD,BDL,70,46,0,1,150,0.0067,0,57,0,6
4519,2025-08-03,1,7,1,18,ORD,SCE,70,29,0,1,50,0.0200,0,10,0,0
5790,2025-08-11,1,31,2,18,ORD,CRW,-15,29,1,3,50,0.0600,0,21,0,0
1909,2025-08-10,1,96,1,10,ORD,TVC,-68,56,1,1,179,0.0056,0,37,0,7
1830,2025-08-07,1,18,5,13,ORD,DSM,58,46,0,1,150,0.0067,0,69,0,0
5103,2025-08-08,1,5,6,21,ORD,JLN,188,29,0,2,50,0.0400,0,25,0,0
4599,2025-08-15,1,8,6,19,ORD,BHM,80,29,0,1,50,0.0200,0,30,0,0
2343,2025-08-09,0,-2,7,14,ORD,IND,72,56,0,2,179,0.0112,0,61,0,3
714,2025-08-01,1,18,6,19,ORD,MDT,1429,54,0,1,150,0.0067,0,45,0,0
2280,2025-08-11,0,0,2,7,ORD,MCO,600,62,0,1,200,0.0050,0,10,0,10
611,2025-08-10,1,6,1,7,ORD,SFO,20,66,1,1,234,0.0043,0,22,0,23
611,2025-08-10,1,6,1,7,ORD,SFO,655,66,0,1,234,0.0043,0,22,0,23
1328,2025-08-04,0,-4,2,9,ORD,SMF,69,56,0,1,179,0.0056,0,60,0,8
1660,2025-08-15,1,3,6,16,ORD,SFO,118,66,0,1,234,0.0043,0,55,0,12
938,2025-08-12,1,17,3,21,ORD,LHR,245,145,0,5,167,0.0299,0,96,0,13
938,2025-08-12,1,17,3,21,ORD,LHR,245,145,0,5,167,0.0299,0,96,0,13
5521,2025-08-04,0,0,2,15,ORD,ATW,66,29,0,1,50,0.0200,0,14,0,3
3655,2025-08-04,1,1,2,12,ORD,PIT,45,34,0,1,76,0.0132,0,17,0,10
2343,2025-08-06,0,-3,4,14,ORD,IND,72,56,0,2,179,0.0112,0,95,0,9
2343,2025-08-06,0,-3,4,14,ORD,IND,72,56,0,2,179,0.0112,0,95,0,9
2071,2025-08-13,0,-6,4,7,ORD,SAN,855,56,0,1,179,0.0056,0,8,0,0
1273,2025-08-12,0,-6,3,6,ORD,SFO,622,66,0,1,234,0.0043,0,6,0,2
5699,2025-08-15,1,12,6,18,ORD,SAV,63,34,0,1,76,0.0132,0,46,0,0
1793,2025-08-02,1,4,7,8,ORD,MSP,65,56,0,1,179,0.0056,0,86,0,6
467,2025-08-09,1,2,7,14,ORD,CMH,78,51,0,1,126,0.0079,0,67,0,0
2347,2025-08-04,1,22,2,21,ORD,CLE,57,43,0,1,126,0.0079,0,40,0,14
970,2025-08-04,1,9,2,15,ORD,FCO,290,155,0,2,318,0.0063,0,34,0,12
1387,2025-08-09,1,23,7,8,ORD,SFO,11,56,1,1,179,0.0056,0,21,0,3
5505,2025-08-06,0,-1,4,15,ORD,SBN,156,29,0,2,50,0.0400,0,22,0,8
1398,2025-08-02,0,-5,7,18,ORD,ATL,75,51,0,1,166,0.0060,0,84,0,3
1576,2025-08-02,1,20,7,20,ORD,LGA,80,51,0,2,166,0.0120,0,26,0,6
2657,2025-08-04,1,2,2,12,ORD,IAH,94,56,0,2,179,0.0112,0,16,0,10
1803,2025-08-09,1,13,7,10,ORD,DEN,23,56,1,1,179,0.0056,0,51,0,17
5382,2025-08-13,0,0,4,15,ORD,FWA,79,29,0,1,50,0.0200,0,21,0,8
1803,2025-08-09,1,13,7,10,ORD,DEN,23,56,1,1,179,0.0056,0,51,0,17
5472,2025-08-09,1,59,7,7,ORD,MDT,-31,29,1,1,50,0.0200,0,27,0,6
1304,2025-08-14,0,-5,5,11,ORD,LAS,68,56,0,2,179,0.0112,0,33,0,5
2369,2025-08-11,0,-3,2,8,ORD,AUS,67,56,0,1,179,0.0056,0,25,0,4
1830,2025-08-14,1,32,5,13,ORD,DSM,58,46,0,1,150,0.0067,0,106,0,10
1347,2025-08-09,1,19,7,16,ORD,FLL,85,56,0,1,179,0.0056,0,65,0,11
2006,2025-08-02,1,2,7,9,ORD,GUA,90,65,0,1,166,0.0060,0,91,0,36
2862,2025-08-08,0,-7,6,10,ORD,IAD,67,56,0,1,179,0.0056,0,37,0,9
1576,2025-08-02,1,20,7,20,ORD,LGA,80,51,0,1,166,0.0060,0,26,0,6
1756,2025-08-04,1,10,2,21,ORD,YYZ,57,65,1,1,166,0.0060,0,31,0,2
3708,2025-08-01,0,-3,6,12,ORD,BNA,40,34,0,2,76,0.0263,0,8,0,0
1834,2025-08-04,1,15,2,11,ORD,TPA,87,51,0,1,166,0.0060,0,25,0,0
2071,2025-08-10,0,-4,1,7,ORD,SAN,461,56,0,1,179,0.0056,0,7,0,12
1620,2025-08-03,0,-5,1,8,ORD,SEA,577,62,0,2,200,0.0100,0,74,0,17
791,2025-08-10,1,12,1,7,ORD,DEN,112,68,0,1,200,0.0050,0,3,0,2
587,2025-08-03,1,37,1,14,ORD,YUL,96,65,0,1,166,0.0060,0,54,0,1
845,2025-08-12,1,115,3,21,ORD,GRU,300,155,0,1,318,0.0031,0,216,0,50
2361,2025-08-13,0,-3,4,7,ORD,LAX,662,66,0,1,234,0.0043,0,30,0,0
534,2025-08-03,0,-5,1,17,ORD,EWR,76,62,0,1,200,0.0050,0,10,0,4
5448,2025-08-13,1,39,4,14,ORD,FWA,130,29,0,1,50,0.0200,0,42,0,11
224,2025-08-04,0,-6,2,9,ORD,BZN,611,51,0,1,166,0.0060,0,68,0,0
1920,2025-08-12,1,15,3,15,ORD,LAS,67,56,0,1,179,0.0056,0,43,0,2
587,2025-08-04,0,-6,2,14,ORD,YUL,61,65,1,4,166,0.0241,0,39,0,0
587,2025-08-04,0,-6,2,14,ORD,YUL,61,65,1,4,166,0.0241,0,39,0,0
5748,2025-08-13,0,-3,4,13,ORD,YWG,81,42,0,2,70,0.0286,0,36,0,14
1834,2025-08-07,1,10,5,11,ORD,TPA,1002,51,0,2,166,0.0120,0,21,0,25
5964,2025-08-07,0,0,5,17,ORD,CID,72,34,0,1,76,0.0132,0,42,0,2
2278,2025-08-01,1,15,6,16,ORD,SEA,80,62,0,3,200,0.0150,0,65,0,16
4482,2025-08-11,1,12,2,15,ORD,TUL,67,29,0,1,50,0.0200,0,22,0,0
4482,2025-08-11,0,0,2,19,ORD,TUL,67,29,0,1,50,0.0200,0,22,0,0
4482,2025-08-11,1,12,2,15,ORD,TUL,-36,29,1,1,50,0.0200,0,22,0,0
4712,2025-08-15,0,-4,6,19,ORD,ELP,60,34,0,1,70,0.0143,0,24,0,12
1989,2025-08-06,1,135,4,18,ORD,BOS,258,56,0,2,179,0.0112,0,27,0,0
3641,2025-08-11,0,-2,2,10,ORD,GRR,72,34,0,1,76,0.0132,0,16,0,0
1905,2025-08-15,0,-1,6,18,ORD,PIT,65,46,0,1,150,0.0067,0,43,0,6
349,2025-08-02,0,0,7,18,ORD,BTV,90,43,0,3,126,0.0238,0,65,0,1
349,2025-08-02,0,0,7,18,ORD,BTV,90,43,0,3,126,0.0238,0,65,0,1
349,2025-08-02,0,0,7,18,ORD,BTV,90,43,0,3,126,0.0238,0,65,0,1
2011,2025-08-14,0,-5,5,8,ORD,YVR,62,60,0,1,150,0.0067,0,32,0,7
4588,2025-08-10,1,94,1,13,ORD,MDT,58,29,0,1,50,0.0200,0,27,0,0
3614,2025-08-09,1,8,7,21,ORD,MCI,95,34,0,4,76,0.0526,0,50,0,0
3614,2025-08-09,1,8,7,21,ORD,MCI,95,34,0,4,76,0.0526,0,50,0,0
881,2025-08-15,1,2,6,12,ORD,HND,1495,155,0,1,318,0.0031,0,239,0,23
617,2025-08-05,0,-10,3,18,ORD,CLT,85,51,0,1,166,0.0060,0,52,0,6
422,2025-08-08,1,57,6,16,ORD,ATH,185,155,0,2,318,0.0063,0,159,0,12
845,2025-08-14,1,139,5,21,ORD,GRU,385,155,0,1,318,0.0031,0,253,0,68
786,2025-08-02,1,9,7,11,ORD,BTV,112,46,0,1,150,0.0067,0,53,0,2
4638,2025-08-01,1,2,6,19,ORD,COS,50,34,0,1,76,0.0132,0,35,0,18
739,2025-08-13,0,-1,4,19,ORD,BZN,64,46,0,1,150,0.0067,0,54,0,4
1793,2025-08-02,1,4,7,8,ORD,MSP,65,56,0,1,179,0.0056,0,86,0,6
4780,2025-08-14,0,-7,5,11,ORD,CAK,2731,29,0,1,50,0.0200,0,20,0,14
2138,2025-08-05,1,40,3,14,ORD,LGA,3,51,1,1,166,0.0060,0,15,0,10
3,2025-08-15,1,4,6,15,ORD,ZRH,1355,145,0,1,167,0.0060,0,97,0,4
2329,2025-08-07,0,-5,5,14,ORD,DTW,91,46,0,2,150,0.0133,0,45,0,14
1304,2025-08-06,0,-4,4,11,ORD,LAS,68,56,0,1,179,0.0056,0,60,0,8
3696,2025-08-06,0,-5,4,12,ORD,CVG,69,34,0,1,76,0.0132,0,19,0,4
763,2025-08-11,0,-3,2,10,ORD,PWM,69,51,0,5,166,0.0301,0,35,0,14
763,2025-08-11,0,-3,2,10,ORD,PWM,69,51,0,5,166,0.0301,0,35,0,14
1983,2025-08-03,0,0,1,16,ORD,LAX,126,56,0,1,179,0.0056,0,22,0,3
5444,2025-08-14,0,-4,5,8,ORD,LIT,59,29,0,4,50,0.0800,0,19,0,2
5444,2025-08-14,0,-4,5,8,ORD,LIT,59,29,0,4,50,0.0800,0,19,0,2
1502,2025-08-15,0,0,6,14,ORD,RDU,62,56,0,1,179,0.0056,0,91,0,6
2133,2025-08-01,1,107,6,15,ORD,EWR,110,122,1,1,176,0.0057,0,31,0,16
1967,2025-08-08,1,1,6,18,ORD,LAX,82,56,0,1,179,0.0056,0,32,0,10
2182,2025-08-06,0,-6,4,11,ORD,PHL,160,46,0,1,150,0.0067,0,39,0,7
953,2025-08-07,1,18,5,18,ORD,MUC,255,150,0,1,243,0.0041,0,59,0,25
4452,2025-08-01,0,-2,6,10,ORD,RIC,57,29,0,1,50,0.0200,0,15,0,7
1198,2025-08-15,0,-1,6,9,ORD,CUN,108,70,0,2,179,0.0112,0,6,0,8
467,2025-08-06,0,-1,4,14,ORD,CMH,64,43,0,1,126,0.0079,0,57,0,0
1576,2025-08-04,1,63,2,20,ORD,LGA,-10,51,1,1,166,0.0060,0,5,0,0
602,2025-08-10,1,52,1,20,ORD,PHX,70,56,0,1,179,0.0056,0,39,0,10
5274,2025-08-08,1,4,6,21,ORD,SBN,65,29,0,1,50,0.0200,0,24,0,0
5577,2025-08-06,0,-4,4,7,ORD,JAX,1067,34,0,1,76,0.0132,0,15,0,1
1983,2025-08-08,0,-2,6,16,ORD,LAX,115,56,0,1,179,0.0056,0,51,0,4
752,2025-08-08,0,-5,6,12,ORD,DCA,65,46,0,1,150,0.0067,0,14,0,0
3551,2025-08-12,1,231,3,19,ORD,SDF,332,34,0,1,76,0.0132,0,23,0,0
5094,2025-08-04,0,-9,2,10,ORD,RHI,96,29,0,2,50,0.0400,0,19,0,4
2090,2025-08-07,0,-4,5,7,ORD,MIA,1389,51,0,2,166,0.0120,0,11,0,20
422,2025-08-08,1,57,6,16,ORD,ATH,185,155,0,1,318,0.0031,0,159,0,12
1658,2025-08-14,0,-5,5,6,ORD,EWR,408,56,0,1,179,0.0056,0,22,0,6
2071,2025-08-09,1,3,7,7,ORD,SAN,71,57,0,2,166,0.0120,0,4,0,3
2071,2025-08-09,1,3,7,7,ORD,SAN,71,57,0,2,166,0.0120,0,4,0,3
1413,2025-08-10,0,-4,1,8,ORD,LGA,61,51,0,1,166,0.0060,0,13,0,0
5534,2025-08-06,0,-3,4,16,ORD,OMA,70,34,0,1,76,0.0132,0,58,0,4
4451,2025-08-10,0,-6,1,7,ORD,DTW,1005,29,0,1,50,0.0200,0,16,0,0
416,2025-08-02,1,118,7,21,ORD,MXP,480,95,0,1,243,0.0041,0,180,0,6
5414,2025-08-11,0,-4,2,15,ORD,MEM,45,34,0,1,76,0.0132,0,40,0,6
422,2025-08-03,1,37,1,16,ORD,ATH,185,155,0,1,318,0.0031,0,132,0,30
2226,2025-08-13,0,-3,4,14,ORD,CLE,121,56,0,1,179,0.0056,0,74,0,14
4552,2025-08-12,1,109,3,21,ORD,DAY,422,29,0,1,50,0.0200,0,25,0,11
2427,2025-08-08,1,11,6,18,ORD,CVG,79,43,0,1,126,0.0079,0,45,0,12
5103,2025-08-12,1,95,3,21,ORD,JLN,2042,29,0,2,50,0.0400,0,26,0,0
1980,2025-08-11,1,4,2,6,ORD,LGA,2355,51,0,1,166,0.0060,0,6,0,2
1328,2025-08-04,0,-4,2,9,ORD,SMF,69,56,0,1,179,0.0056,0,60,0,8
2862,2025-08-10,1,1,1,10,ORD,IAD,94,62,0,1,179,0.0056,0,47,0,11
786,2025-08-13,0,-4,4,11,ORD,BTV,90,46,0,1,150,0.0067,0,75,0,13
845,2025-08-04,1,28,2,21,ORD,GRU,385,155,0,1,318,0.0031,0,236,0,64
664,2025-08-03,1,31,1,16,ORD,LGA,65,51,0,1,166,0.0060,0,8,0,0
307,2025-08-14,0,-4,5,9,ORD,COS,94,56,0,1,179,0.0056,0,24,0,4
1485,2025-08-15,0,0,6,13,ORD,SEA,74,56,0,3,179,0.0168,0,69,0,23
533,2025-08-06,1,279,4,20,ORD,OMA,78,46,0,1,150,0.0067,0,111,0,26
1811,2025-08-06,0,-6,4,12,ORD,MSP,81,60,0,1,166,0.0060,0,144,0,12
4504,2025-08-13,0,-5,4,8,ORD,CHA,935,29,0,1,50,0.0200,0,37,0,0
2144,2025-08-09,0,-2,7,13,ORD,YYZ,72,52,0,4,126,0.0317,0,39,0,12
2144,2025-08-09,0,-2,7,13,ORD,YYZ,72,52,0,4,126,0.0317,0,39,0,12
2144,2025-08-09,0,-2,7,13,ORD,YYZ,72,52,0,4,126,0.0317,0,39,0,12
2337,2025-08-14,1,6,5,13,ORD,IAD,66,56,0,1,179,0.0056,0,64,0,21
533,2025-08-11,1,67,2,20,ORD,OMA,551,46,0,1,150,0.0067,0,115,0,10
2195,2025-08-15,1,1,6,11,ORD,BDL,87,51,0,1,166,0.0060,0,47,0,15
909,2025-08-13,1,34,4,18,ORD,AMS,280,95,0,1,243,0.0041,0,123,0,24
881,2025-08-03,1,25,1,12,ORD,HND,365,155,0,1,318,0.0031,0,231,0,49
1933,2025-08-08,0,-4,6,8,ORD,LAS,73,56,0,1,179,0.0056,0,20,0,1
2251,2025-08-10,0,-5,1,10,ORD,PIT,70,43,0,5,126,0.0397,0,25,0,5
611,2025-08-15,0,-3,6,7,ORD,SFO,672,66,0,3,234,0.0128,0,6,0,0
2182,2025-08-01,1,22,6,11,ORD,PHL,18,46,1,1,150,0.0067,0,23,0,5
1324,2025-08-14,1,1,5,19,ORD,SFO,84,62,0,1,200,0.0050,0,52,0,4
293,2025-08-02,1,9,7,11,ORD,LGA,57,51,0,2,166,0.0120,0,19,0,12
881,2025-08-09,0,0,7,16,ORD,HND,20,100,1,4,318,0.0126,0,350,0,21
881,2025-08-09,0,0,7,16,ORD,HND,20,100,1,4,318,0.0126,0,350,0,21
881,2025-08-09,0,0,7,16,ORD,HND,20,100,1,4,318,0.0126,1,350,0,21
1742,2025-08-09,1,38,7,18,ORD,JAX,3,51,1,2,166,0.0120,0,74,0,10
2427,2025-08-11,0,-4,2,18,ORD,CVG,84,43,0,1,126,0.0079,0,47,0,0
4600,2025-08-14,0,-5,5,15,ORD,XNA,54,29,0,2,50,0.0400,0,15,0,12
4600,2025-08-14,0,-5,5,15,ORD,XNA,54,29,0,2,50,0.0400,0,15,0,12
1920,2025-08-09,1,6,7,15,ORD,LAS,1000,56,0,2,179,0.0112,1,76,0,4
1920,2025-08-09,1,6,7,15,ORD,LAS,1000,56,0,2,179,0.0112,0,76,0,4
2657,2025-08-04,1,2,2,12,ORD,IAH,94,56,0,1,179,0.0056,0,16,0,10
4766,2025-08-12,1,202,3,16,ORD,OKC,210,29,0,1,50,0.0200,0,47,0,4
5229,2025-08-04,0,-7,2,11,ORD,ILM,47,34,0,4,76,0.0526,0,12,0,0
3440,2025-08-05,0,-5,3,7,ORD,YYZ,539,42,0,1,76,0.0132,0,12,0,0
1793,2025-08-03,0,-3,1,8,ORD,MSP,64,46,0,1,150,0.0067,0,13,0,10
5534,2025-08-05,1,3,3,16,ORD,OMA,27,34,1,1,76,0.0132,0,34,0,14
944,2025-08-15,0,-3,6,15,ORD,FRA,505,155,0,3,318,0.0094,0,256,0,48
2177,2025-08-11,0,-3,2,14,ORD,MSN,78,46,0,1,150,0.0067,0,32,0,10
3718,2025-08-03,0,-2,1,9,ORD,MSN,67,39,0,1,76,0.0132,0,76,0,2
1398,2025-08-04,1,3,2,18,ORD,ATL,84,51,0,1,166,0.0060,0,33,0,2
2361,2025-08-08,0,-3,6,7,ORD,LAX,869,66,0,1,234,0.0043,0,9,0,0
1660,2025-08-11,1,4,2,16,ORD,SFO,118,66,0,1,234,0.0043,0,41,0,21
2333,2025-08-11,1,2,2,10,ORD,BWI,127,56,0,1,179,0.0056,0,59,0,16
2071,2025-08-02,1,77,7,7,ORD,SAN,93,60,0,1,166,0.0060,0,10,0,8
2106,2025-08-14,1,19,5,21,ORD,SFO,75,62,0,1,200,0.0050,0,87,0,11
4390,2025-08-03,0,-4,1,14,ORD,CHA,115,29,0,1,50,0.0200,0,12,0,1
247,2025-08-03,0,-2,1,12,ORD,OMA,57,46,0,1,150,0.0067,0,42,0,5
2138,2025-08-08,0,-4,6,14,ORD,LGA,62,51,0,1,166,0.0060,0,20,0,2
5251,2025-08-06,1,4,4,19,ORD,ASE,146,34,0,1,70,0.0143,0,9,0,0
4173,2025-08-06,0,-6,4,13,ORD,AVL,112,29,0,1,50,0.0200,0,15,0,6
5601,2025-08-12,0,0,3,13,ORD,FNT,127,29,0,1,50,0.0200,0,18,0,20
2090,2025-08-01,1,23,6,7,ORD,MIA,61,62,1,1,179,0.0056,0,18,0,6
793,2025-08-14,1,6,5,16,ORD,DFW,64,43,0,1,126,0.0079,0,36,0,4
695,2025-08-08,0,0,6,18,ORD,SJU,93,56,0,2,179,0.0112,0,47,0,14
5946,2025-08-07,1,59,5,20,ORD,RAP,75,34,0,4,70,0.0571,0,47,0,5
5946,2025-08-07,1,59,5,20,ORD,RAP,75,34,0,4,70,0.0571,0,47,0,5
5946,2025-08-07,1,59,5,20,ORD,RAP,75,34,0,4,70,0.0571,0,47,0,5
2337,2025-08-08,1,10,6,13,ORD,IAD,73,56,0,2,179,0.0112,0,66,0,22
758,2025-08-10,1,135,1,10,ORD,EWR,70,56,0,1,179,0.0056,0,24,0,15
2455,2025-08-10,1,4,1,7,ORD,SAV,79,62,0,2,179,0.0112,0,12,0,14
2497,2025-08-05,0,-1,3,19,ORD,DTW,80,51,0,3,126,0.0238,0,32,0,10
